"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"12983","pipe.modules.tagged","src/pipe/modules/tagged/ServerPanelProcessors.java","3","24","Private field 'serverPanel' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"12984","pipe.modules.tagged","src/pipe/modules/tagged/ServerPanelProcessors.java","3","25","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"12985","pipe.modules.tagged","src/pipe/modules/tagged/ServerPanelProcessors.java","3","25","Private field 'processorNo' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"12986","pipe.modules.tagged","src/pipe/modules/tagged/ServerPanelProcessors.java","3","27","Parameter 'parent' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"12987","pipe.modules.tagged","src/pipe/modules/tagged/ServerPanelProcessors.java","3","47","Local variable 'value' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"12988","pipe.modules.tagged","src/pipe/modules/tagged/SimpleArc.java","3","15","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"12989","pipe.modules.tagged","src/pipe/modules/tagged/SimpleArc.java","3","16","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"12990","pipe.modules.tagged","src/pipe/modules/tagged/SimpleArc.java","3","17","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"12991","pipe.modules.tagged","src/pipe/modules/tagged/SimpleArc.java","3","19","Parameter 'isTagged' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"12992","pipe.modules.tagged","src/pipe/modules/tagged/SimpleArc.java","3","19","Parameter 'placeId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"12993","pipe.modules.tagged","src/pipe/modules/tagged/SimpleArc.java","3","19","Parameter 'weight' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"12994","pipe.modules.tagged","src/pipe/modules/tagged/SimplePlaces.java","3","19","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"12995","pipe.modules.tagged","src/pipe/modules/tagged/SimplePlaces.java","3","20","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"12996","pipe.modules.tagged","src/pipe/modules/tagged/SimplePlaces.java","3","21","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"12997","pipe.modules.tagged","src/pipe/modules/tagged/SimplePlaces.java","3","22","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"12998","pipe.modules.tagged","src/pipe/modules/tagged/SimplePlaces.java","3","24","Parameter 'pnmldata' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"12999","pipe.modules.tagged","src/pipe/modules/tagged/SimplePlaces.java","3","26","Avoid variables with short names like i","Naming Rules","ShortVariable"
"13000","pipe.modules.tagged","src/pipe/modules/tagged/SimplePlaces.java","3","27","Local variable 'places' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"13001","pipe.modules.tagged","src/pipe/modules/tagged/SimpleTransitions.java","3","26","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"13002","pipe.modules.tagged","src/pipe/modules/tagged/SimpleTransitions.java","3","27","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"13003","pipe.modules.tagged","src/pipe/modules/tagged/SimpleTransitions.java","3","28","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"13004","pipe.modules.tagged","src/pipe/modules/tagged/SimpleTransitions.java","3","29","Avoid using implementation types like 'ArrayList'; use the interface instead","Type Resolution Rules","LooseCoupling"
"13005","pipe.modules.tagged","src/pipe/modules/tagged/SimpleTransitions.java","3","29","Avoid using implementation types like 'ArrayList'; use the interface instead","Type Resolution Rules","LooseCoupling"
"13006","pipe.modules.tagged","src/pipe/modules/tagged/SimpleTransitions.java","3","29","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"13007","pipe.modules.tagged","src/pipe/modules/tagged/SimpleTransitions.java","3","29","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"13008","pipe.modules.tagged","src/pipe/modules/tagged/SimpleTransitions.java","3","34","Parameter 'pnmldata' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"13009","pipe.modules.tagged","src/pipe/modules/tagged/SimpleTransitions.java","3","36","Avoid variables with short names like i","Naming Rules","ShortVariable"
"13010","pipe.modules.tagged","src/pipe/modules/tagged/SimpleTransitions.java","3","62","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"13011","pipe.modules.tagged","src/pipe/modules/tagged/SimpleTransitions.java","3","63","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"13012","pipe.modules.tagged","src/pipe/modules/tagged/SimpleTransitions.java","3","72","Local variable 'currentArc' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"13013","pipe.modules.tagged","src/pipe/modules/tagged/SimpleTransitions.java","3","73","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"13014","pipe.modules.tagged","src/pipe/modules/tagged/SimpleTransitions.java","3","73","Local variable 'newTransArc' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"13015","pipe.modules.tagged","src/pipe/modules/tagged/SimpleTransitions.java","3","80","Local variable 'currentArc' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"13016","pipe.modules.tagged","src/pipe/modules/tagged/SimpleTransitions.java","3","81","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"13017","pipe.modules.tagged","src/pipe/modules/tagged/SimpleTransitions.java","3","81","Local variable 'newTransArc' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"13018","pipe.modules.tagged","src/pipe/modules/tagged/StateEditor.java","3","41","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"13019","pipe.modules.tagged","src/pipe/modules/tagged/StateEditor.java","3","41","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"13020","pipe.modules.tagged","src/pipe/modules/tagged/StateEditor.java","3","42","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"13021","pipe.modules.tagged","src/pipe/modules/tagged/StateEditor.java","3","42","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"13022","pipe.modules.tagged","src/pipe/modules/tagged/StateEditor.java","3","43","Avoid using implementation types like 'ArrayList'; use the interface instead","Type Resolution Rules","LooseCoupling"
"13023","pipe.modules.tagged","src/pipe/modules/tagged/StateEditor.java","3","43","Avoid using implementation types like 'ArrayList'; use the interface instead","Type Resolution Rules","LooseCoupling"
"13024","pipe.modules.tagged","src/pipe/modules/tagged/StateEditor.java","3","43","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"13025","pipe.modules.tagged","src/pipe/modules/tagged/StateEditor.java","3","43","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"13026","pipe.modules.tagged","src/pipe/modules/tagged/StateEditor.java","3","44","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"13027","pipe.modules.tagged","src/pipe/modules/tagged/StateEditor.java","3","44","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"13028","pipe.modules.tagged","src/pipe/modules/tagged/StateEditor.java","3","48","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"13029","pipe.modules.tagged","src/pipe/modules/tagged/StateEditor.java","3","48","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"13030","pipe.modules.tagged","src/pipe/modules/tagged/StateEditor.java","3","52","Avoid excessively long variable names like stateNameTextField","Naming Rules","LongVariable"
"13031","pipe.modules.tagged","src/pipe/modules/tagged/StateEditor.java","3","57","Parameter 'pnmlData' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"13032","pipe.modules.tagged","src/pipe/modules/tagged/StateEditor.java","3","65","Parameter 'editStateGroup' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"13033","pipe.modules.tagged","src/pipe/modules/tagged/StateEditor.java","3","65","Parameter 'pnmlData' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"13034","pipe.modules.tagged","src/pipe/modules/tagged/StateEditor.java","3","72","Parameter 'parentRef' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"13035","pipe.modules.tagged","src/pipe/modules/tagged/StateEditor.java","3","84","Local variable 'stateContainer' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"13036","pipe.modules.tagged","src/pipe/modules/tagged/StateEditor.java","3","87","Local variable 'stateViewPanel' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"13037","pipe.modules.tagged","src/pipe/modules/tagged/StateEditor.java","3","90","This statement may have some unnecessary parentheses","Controversial Rules","UnnecessaryParentheses"
"13038","pipe.modules.tagged","src/pipe/modules/tagged/StateEditor.java","3","95","Local variable 'stateNamePanel' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"13039","pipe.modules.tagged","src/pipe/modules/tagged/StateEditor.java","3","97","Local variable 'stateNameLabel' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"13040","pipe.modules.tagged","src/pipe/modules/tagged/StateEditor.java","3","111","Local variable 'saveButtonPanel' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"13041","pipe.modules.tagged","src/pipe/modules/tagged/StateEditor.java","3","128","This statement may have some unnecessary parentheses","Controversial Rules","UnnecessaryParentheses"
"13042","pipe.modules.tagged","src/pipe/modules/tagged/StateEditor.java","3","130","Avoid excessively long variable names like viewPanelPreferredWidth","Naming Rules","LongVariable"
"13043","pipe.modules.tagged","src/pipe/modules/tagged/StateEditor.java","3","131","Avoid excessively long variable names like viewPanelPreferredHeight","Naming Rules","LongVariable"
"13044","pipe.modules.tagged","src/pipe/modules/tagged/StateEditor.java","3","132","Avoid excessively long variable names like viewPanelPreferredSize","Naming Rules","LongVariable"
"13045","pipe.modules.tagged","src/pipe/modules/tagged/StateEditor.java","3","139","This statement may have some unnecessary parentheses","Controversial Rules","UnnecessaryParentheses"
"13046","pipe.modules.tagged","src/pipe/modules/tagged/StateEditor.java","2","171","Avoid reassigning parameters such as 'operator'","Design Rules","AvoidReassigningParameters"
"13047","pipe.modules.tagged","src/pipe/modules/tagged/StateEditor.java","2","171","Avoid reassigning parameters such as 'operator'","Design Rules","AvoidReassigningParameters"
"13048","pipe.modules.tagged","src/pipe/modules/tagged/StateEditor.java","2","171","Avoid reassigning parameters such as 'operator'","Design Rules","AvoidReassigningParameters"
"13049","pipe.modules.tagged","src/pipe/modules/tagged/StateEditor.java","3","171","Parameter 'placeA' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"13050","pipe.modules.tagged","src/pipe/modules/tagged/StateEditor.java","3","174","Position literals first in String comparisons","Design Rules","PositionLiteralsFirstInComparisons"
"13051","pipe.modules.tagged","src/pipe/modules/tagged/StateEditor.java","3","175","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"13052","pipe.modules.tagged","src/pipe/modules/tagged/StateEditor.java","3","178","Position literals first in String comparisons","Design Rules","PositionLiteralsFirstInComparisons"
"13053","pipe.modules.tagged","src/pipe/modules/tagged/StateEditor.java","3","179","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"13054","pipe.modules.tagged","src/pipe/modules/tagged/StateEditor.java","3","180","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"13055","pipe.modules.tagged","src/pipe/modules/tagged/StateEditor.java","3","180","Position literals first in String comparisons","Design Rules","PositionLiteralsFirstInComparisons"
"13056","pipe.modules.tagged","src/pipe/modules/tagged/StateEditor.java","3","194","Avoid using for statements without curly braces","Braces Rules","ForLoopsMustUseBraces"
"13057","pipe.modules.tagged","src/pipe/modules/tagged/StateEditor.java","3","216","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"13058","pipe.modules.tagged","src/pipe/modules/tagged/StateEditor.java","3","222","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"13059","pipe.modules.tagged","src/pipe/modules/tagged/StateEditor.java","3","230","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"13060","pipe.modules.tagged","src/pipe/modules/tagged/StateEditor.java","3","247","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"13061","pipe.modules.tagged","src/pipe/modules/tagged/StateEditor.java","3","250","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"13062","pipe.modules.tagged","src/pipe/modules/tagged/StateEditor.java","3","252","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"13063","pipe.modules.tagged","src/pipe/modules/tagged/StateViewer.java","3","35","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"13064","pipe.modules.tagged","src/pipe/modules/tagged/StateViewer.java","3","35","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"13065","pipe.modules.tagged","src/pipe/modules/tagged/StateViewer.java","3","36","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"13066","pipe.modules.tagged","src/pipe/modules/tagged/StateViewer.java","3","36","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"13067","pipe.modules.tagged","src/pipe/modules/tagged/StateViewer.java","3","37","Avoid using implementation types like 'ArrayList'; use the interface instead","Type Resolution Rules","LooseCoupling"
"13068","pipe.modules.tagged","src/pipe/modules/tagged/StateViewer.java","3","37","Avoid using implementation types like 'ArrayList'; use the interface instead","Type Resolution Rules","LooseCoupling"
"13069","pipe.modules.tagged","src/pipe/modules/tagged/StateViewer.java","3","37","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"13070","pipe.modules.tagged","src/pipe/modules/tagged/StateViewer.java","3","37","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"13071","pipe.modules.tagged","src/pipe/modules/tagged/StateViewer.java","3","38","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"13072","pipe.modules.tagged","src/pipe/modules/tagged/StateViewer.java","3","38","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"13073","pipe.modules.tagged","src/pipe/modules/tagged/StateViewer.java","3","40","It is a good practice to call super() in a constructor","Controversial Rules","CallSuperInConstructor"
"13074","pipe.modules.tagged","src/pipe/modules/tagged/StateViewer.java","3","50","Parameter 'parent' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"13075","pipe.modules.tagged","src/pipe/modules/tagged/StateViewer.java","3","56","Parameter 'pnmldata' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"13076","pipe.modules.tagged","src/pipe/modules/tagged/StateViewer.java","3","56","Parameter 'stateGroupData' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"13077","pipe.modules.tagged","src/pipe/modules/tagged/StateViewer.java","3","66","Local variable 'PNObjects' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"13078","pipe.modules.tagged","src/pipe/modules/tagged/StateViewer.java","3","68","Avoid using while statements without curly braces","Braces Rules","WhileLoopsMustUseBraces"
"13079","pipe.modules.tagged","src/pipe/modules/tagged/StateViewer.java","3","74","Parameter 'diffObj' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"13080","pipe.modules.tagged","src/pipe/modules/tagged/StateViewer.java","3","76","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"13081","pipe.modules.tagged","src/pipe/modules/tagged/StateViewer.java","3","76","No need to check for null before an instanceof","Design Rules","SimplifyConditional"
"13082","pipe.modules.tagged","src/pipe/modules/tagged/StateViewer.java","3","84","Local variable 'components' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"13083","pipe.modules.tagged","src/pipe/modules/tagged/StateViewer.java","3","85","Avoid variables with short names like d","Naming Rules","ShortVariable"
"13084","pipe.modules.tagged","src/pipe/modules/tagged/StateViewer.java","3","85","Local variable 'd' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"13085","pipe.modules.tagged","src/pipe/modules/tagged/StateViewer.java","3","86","Avoid variables with short names like x","Naming Rules","ShortVariable"
"13086","pipe.modules.tagged","src/pipe/modules/tagged/StateViewer.java","3","86","Avoid variables with short names like y","Naming Rules","ShortVariable"
"13087","pipe.modules.tagged","src/pipe/modules/tagged/StateViewer.java","3","90","Avoid variables with short names like r","Naming Rules","ShortVariable"
"13088","pipe.modules.tagged","src/pipe/modules/tagged/StateViewer.java","3","90","Local variable 'r' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"13089","pipe.modules.tagged","src/pipe/modules/tagged/StateViewer.java","3","93","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"13090","pipe.modules.tagged","src/pipe/modules/tagged/StateViewer.java","3","94","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"13091","pipe.modules.tagged","src/pipe/modules/tagged/StateViewer.java","3","100","Parameter 'currentObj' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"13092","pipe.modules.tagged","src/pipe/modules/tagged/StateViewer.java","3","104","Local variable 'place' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"13093","pipe.modules.tagged","src/pipe/modules/tagged/StateViewer.java","3","108","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"13094","pipe.modules.tagged","src/pipe/modules/tagged/StateViewer.java","3","125","An empty statement (semicolon) not part of a loop","Basic Rules","EmptyStatementNotInLoop"
"13095","pipe.modules.tagged","src/pipe/modules/tagged/StateViewer.java","3","125","Avoid empty if statements","Basic Rules","EmptyIfStmt"
"13096","pipe.modules.tagged","src/pipe/modules/tagged/StateViewer.java","3","125","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"13097","pipe.modules.tagged","src/pipe/modules/tagged/StateViewer.java","3","134","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"13098","pipe.modules.tagged","src/pipe/modules/tagged/StateViewer.java","3","137","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"13099","pipe.modules.tagged","src/pipe/modules/tagged/StateViewer.java","3","140","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"13100","pipe.modules.tagged","src/pipe/modules/tagged/StateViewer.java","3","142","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"13101","pipe.modules.tagged","src/pipe/modules/tagged/StatusListener.java","3","7","The class 'StatusListener' has a Cyclomatic Complexity of 6 (Highest = 15).","Code Size Rules","CyclomaticComplexity"
"13102","pipe.modules.tagged","src/pipe/modules/tagged/StatusListener.java","3","9","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"13103","pipe.modules.tagged","src/pipe/modules/tagged/StatusListener.java","3","10","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"13104","pipe.modules.tagged","src/pipe/modules/tagged/StatusListener.java","3","11","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"13105","pipe.modules.tagged","src/pipe/modules/tagged/StatusListener.java","3","11","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"13106","pipe.modules.tagged","src/pipe/modules/tagged/StatusListener.java","3","21","The method 'listen' has a Cyclomatic Complexity of 15.","Code Size Rules","CyclomaticComplexity"
"13107","pipe.modules.tagged","src/pipe/modules/tagged/StatusListener.java","5","23","Found 'DD'-anomaly for variable 'status' (lines '23'-'28').","Controversial Rules","DataflowAnomalyAnalysis"
"13108","pipe.modules.tagged","src/pipe/modules/tagged/StatusListener.java","5","25","Found 'DD'-anomaly for variable 'statusCount' (lines '25'-'84').","Controversial Rules","DataflowAnomalyAnalysis"
"13109","pipe.modules.tagged","src/pipe/modules/tagged/StatusListener.java","5","25","Found 'DU'-anomaly for variable 'statusCount' (lines '25'-'96').","Controversial Rules","DataflowAnomalyAnalysis"
"13110","pipe.modules.tagged","src/pipe/modules/tagged/StatusListener.java","5","26","Found 'DU'-anomaly for variable 'progressBar' (lines '26'-'96').","Controversial Rules","DataflowAnomalyAnalysis"
"13111","pipe.modules.tagged","src/pipe/modules/tagged/StatusListener.java","3","32","Position literals first in String comparisons","Design Rules","PositionLiteralsFirstInComparisons"
"13112","pipe.modules.tagged","src/pipe/modules/tagged/StatusListener.java","3","32","Position literals first in String comparisons","Design Rules","PositionLiteralsFirstInComparisons"
"13113","pipe.modules.tagged","src/pipe/modules/tagged/StatusListener.java","5","35","Found 'DD'-anomaly for variable 'components' (lines '35'-'35').","Controversial Rules","DataflowAnomalyAnalysis"
"13114","pipe.modules.tagged","src/pipe/modules/tagged/StatusListener.java","5","35","Found 'DU'-anomaly for variable 'components' (lines '35'-'96').","Controversial Rules","DataflowAnomalyAnalysis"
"13115","pipe.modules.tagged","src/pipe/modules/tagged/StatusListener.java","3","40","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"13116","pipe.modules.tagged","src/pipe/modules/tagged/StatusListener.java","3","42","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"13117","pipe.modules.tagged","src/pipe/modules/tagged/StatusListener.java","3","52","The String literal '<br>' appears 7 times in this file; the first occurrence is on line 52","String and StringBuffer Rules","AvoidDuplicateLiterals"
"13118","pipe.modules.tagged","src/pipe/modules/tagged/StatusListener.java","5","58","Found 'DU'-anomaly for variable 'progressBar' (lines '58'-'96').","Controversial Rules","DataflowAnomalyAnalysis"
"13119","pipe.modules.tagged","src/pipe/modules/tagged/StatusListener.java","3","63","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"13120","pipe.modules.tagged","src/pipe/modules/tagged/StatusListener.java","5","84","Found 'DD'-anomaly for variable 'statusCount' (lines '84'-'84').","Controversial Rules","DataflowAnomalyAnalysis"
"13121","pipe.modules.tagged","src/pipe/modules/tagged/StatusListener.java","5","84","Found 'DU'-anomaly for variable 'statusCount' (lines '84'-'96').","Controversial Rules","DataflowAnomalyAnalysis"
"13122","pipe.modules.tagged","src/pipe/modules/tagged/StatusListener.java","3","88","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"13123","pipe.modules.tagged","src/pipe/modules/tagged/StatusListener.java","3","90","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"13124","pipe.modules.tagged","src/pipe/modules/tagged/TaggedModule.java","3","1","A high number of imports can indicate a high degree of coupling within an object.","Coupling Rules","ExcessiveImports"
"13125","pipe.modules.tagged","src/pipe/modules/tagged/TaggedModule.java","3","47","The class 'TaggedModule' has a Cyclomatic Complexity of 3 (Highest = 13).","Code Size Rules","CyclomaticComplexity"
"13126","pipe.modules.tagged","src/pipe/modules/tagged/TaggedModule.java","3","52","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"13127","pipe.modules.tagged","src/pipe/modules/tagged/TaggedModule.java","3","53","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"13128","pipe.modules.tagged","src/pipe/modules/tagged/TaggedModule.java","3","56","Avoid unnecessary constructors - the compiler will generate these for you","Controversial Rules","UnnecessaryConstructor"
"13129","pipe.modules.tagged","src/pipe/modules/tagged/TaggedModule.java","3","56","Document empty constructor","Design Rules","UncommentedEmptyConstructor"
"13130","pipe.modules.tagged","src/pipe/modules/tagged/TaggedModule.java","3","67","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"13131","pipe.modules.tagged","src/pipe/modules/tagged/TaggedModule.java","3","67","Perhaps 'guiDialog' could be replaced by a local variable.","Design Rules","SingularField"
"13132","pipe.modules.tagged","src/pipe/modules/tagged/TaggedModule.java","3","68","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"13133","pipe.modules.tagged","src/pipe/modules/tagged/TaggedModule.java","3","70","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"13134","pipe.modules.tagged","src/pipe/modules/tagged/TaggedModule.java","3","72","Avoid unused private fields such as 'serverPanel'.","Unused Code Rules","UnusedPrivateField"
"13135","pipe.modules.tagged","src/pipe/modules/tagged/TaggedModule.java","3","72","Private field 'serverPanel' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"13136","pipe.modules.tagged","src/pipe/modules/tagged/TaggedModule.java","3","77","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"13137","pipe.modules.tagged","src/pipe/modules/tagged/TaggedModule.java","3","78","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"13138","pipe.modules.tagged","src/pipe/modules/tagged/TaggedModule.java","3","81","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"13139","pipe.modules.tagged","src/pipe/modules/tagged/TaggedModule.java","3","82","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"13140","pipe.modules.tagged","src/pipe/modules/tagged/TaggedModule.java","3","83","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"13141","pipe.modules.tagged","src/pipe/modules/tagged/TaggedModule.java","3","85","Parameter 'pnmlDataIn' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"13142","pipe.modules.tagged","src/pipe/modules/tagged/TaggedModule.java","3","97","Local variable 'contentPane' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"13143","pipe.modules.tagged","src/pipe/modules/tagged/TaggedModule.java","3","101","Local variable 'setupPanel' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"13144","pipe.modules.tagged","src/pipe/modules/tagged/TaggedModule.java","3","134","Avoid excessively long variable names like convertButtonClick","Naming Rules","LongVariable"
"13145","pipe.modules.tagged","src/pipe/modules/tagged/TaggedModule.java","3","135","Avoid really long methods.","Code Size Rules","ExcessiveMethodLength"
"13146","pipe.modules.tagged","src/pipe/modules/tagged/TaggedModule.java","3","135","Parameter 'arg0' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"13147","pipe.modules.tagged","src/pipe/modules/tagged/TaggedModule.java","5","141","Found 'DU'-anomaly for variable 'sourceStateGroups' (lines '141'-'239').","Controversial Rules","DataflowAnomalyAnalysis"
"13148","pipe.modules.tagged","src/pipe/modules/tagged/TaggedModule.java","3","141","Local variable 'sourceStateGroups' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"13149","pipe.modules.tagged","src/pipe/modules/tagged/TaggedModule.java","3","142","Avoid excessively long variable names like destinationStateGroups","Naming Rules","LongVariable"
